dataset	description	version	name	taxon_id	genbank_accession	mart	n_gene	n_bp_genesets	n_cc_genesets	n_mf_genesets	ncbi_genome_link
hmicrostoma_eg_gene	Hymenolepis microstoma (Rodent tapeworm) genes (HMN_v3)	HMN_v3	Hymenolepis microstoma (Rodent tapeworm)	85433	GCA_000469805.3	metazoa_mart	10139	2081	537	1227	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/469/805//GCA_000469805.3_HMN_v3/GCA_000469805.3_HMN_v3_assembly_report.txt
hrgca003918875v1rs_eg_gene	Haliotis rubra (Blacklip abalone, DU_JTF1) genes (ASM391887v1)	ASM391887v1	Haliotis rubra (Blacklip abalone, DU_JTF1)	36100	GCA_003918875.1	metazoa_mart	39971	2969	633	1713	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/918/875//GCA_003918875.1_ASM391887v1/GCA_003918875.1_ASM391887v1_assembly_report.txt
hrgca023055435v1rs_eg_gene	Haliotis rufescens (Red abalone, VD_foot) genes (xgHalRufe1.0.p)	xgHalRufe1.0.p	Haliotis rufescens (Red abalone, VD_foot)	6454	GCA_023055435.1	metazoa_mart	42838	2985	647	1722	https://ftp.ncbi.nih.gov/genomes/all/GCA/023/055/435//GCA_023055435.1_xgHalRufe1.0.p/GCA_023055435.1_xgHalRufe1.0.p_assembly_report.txt
hrobusta_eg_gene	Helobdella robusta (Freshwater leech) genes (Helro1)	Helro1	Helobdella robusta (Freshwater leech)	6412	GCA_000326865.1	metazoa_mart	23869	2828	633	1621	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/326/865//GCA_000326865.1_Helobdella_robusta_v1.0/GCA_000326865.1_Helobdella_robusta_v1.0_assembly_report.txt
hsgca003227715v2rs_eg_gene	Harpegnathos saltator (Indian jumping ant, DR-91) genes (Hsal_v8.5)	Hsal_v8.5	Harpegnathos saltator (Indian jumping ant, DR-91)	610380	GCA_003227715.2	metazoa_mart	14328	2711	679	1690	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/227/715//GCA_003227715.2_Hsal_v8.6/GCA_003227715.2_Hsal_v8.6_assembly_report.txt
hvgca000004095v1_eg_gene	Hydra vulgaris (Swiftwater hydra, 105) genes (Hydra_RP_1.0)	Hydra_RP_1.0	Hydra vulgaris (Swiftwater hydra, 105)	6087	GCA_000004095.1	metazoa_mart	22982	2670	643	1589	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/004/095//GCA_000004095.1_Hydra_RP_1.0/GCA_000004095.1_Hydra_RP_1.0_assembly_report.txt
hvgca021130785v2rs_eg_gene	Homalodisca vitripennis (Glassy winged sharpshooter, AUS2020) genes (UT_GWSS_2.1)	UT_GWSS_2.1	Homalodisca vitripennis (Glassy winged sharpshooter, AUS2020)	197043	GCA_021130785.2	metazoa_mart	22615	2428	572	1488	https://ftp.ncbi.nih.gov/genomes/all/GCA/021/130/785//GCA_021130785.2_UT_GWSS_2.1/GCA_021130785.2_UT_GWSS_2.1_assembly_report.txt
hvgca022113875v1rs_eg_gene	Hydra vulgaris (Swiftwater hydra, 105) genes (Hydra_105_v3)	Hydra_105_v3	Hydra vulgaris (Swiftwater hydra, 105)	6087	GCA_022113875.1	metazoa_mart	28611	2996	702	1771	https://ftp.ncbi.nih.gov/genomes/all/GCA/022/113/875//GCA_022113875.1_Hydra_105_v3/GCA_022113875.1_Hydra_105_v3_assembly_report.txt
hzgca022581195v1rs_eg_gene	Helicoverpa zea (Corn earworm, HzStark_Cry1AcR) genes (ilHelZeax1.1)	ilHelZeax1.1	Helicoverpa zea (Corn earworm, HzStark_Cry1AcR)	7113	GCA_022581195.1	metazoa_mart	16988	2449	572	1521	https://ftp.ncbi.nih.gov/genomes/all/GCA/022/581/195//GCA_022581195.1_ilHelZeax1.1/GCA_022581195.1_ilHelZeax1.1_assembly_report.txt
ipgca013358835v1_eg_gene	Ixodes persulcatus (Taiga tick, Iper-2018) genes (BIME_Iper_1.3)	BIME_Iper_1.3	Ixodes persulcatus (Taiga tick, Iper-2018)	34615	GCA_013358835.1	metazoa_mart	33832	2482	548	1440	https://ftp.ncbi.nih.gov/genomes/all/GCA/013/358/835//GCA_013358835.1_BMI_IPER_1.0/GCA_013358835.1_BMI_IPER_1.0_assembly_report.txt
iscapularis_eg_gene	Ixodes scapularis (Black-legged tick, Wikel) genes (IscaW1)	IscaW1	Ixodes scapularis (Black-legged tick, Wikel)	6945	GCA_000208615.1	metazoa_mart	23342	4750	1016	2556	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/208/615//GCA_000208615.1_JCVI_ISG_i3_1.0/GCA_000208615.1_JCVI_ISG_i3_1.0_assembly_report.txt
isgca016920785v2_eg_gene	Ixodes scapularis (Black-legged tick, PalLabHiFi) genes (ASM1692078v2)	ASM1692078v2	Ixodes scapularis (Black-legged tick, PalLabHiFi)	6945	GCA_016920785.2	metazoa_mart	38656	2987	731	1672	https://ftp.ncbi.nih.gov/genomes/all/GCA/016/920/785//GCA_016920785.2_ASM1692078v2/GCA_016920785.2_ASM1692078v2_assembly_report.txt
isise6_eg_gene	Ixodes scapularis (Black-legged tick, ISE6) genes (IscaI1)	IscaI1	Ixodes scapularis (Black-legged tick, ISE6)	6945	GCA_002892825.2	metazoa_mart	23470	3528	809	1864	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/892/825//GCA_002892825.2_ISE6_asm2.2_deduplicated/GCA_002892825.2_ISE6_asm2.2_deduplicated_assembly_report.txt
lagca001039355v2_eg_gene	Lingula anatina (Lamp shell, Amm_Jpn) genes (LinAna2.0)	LinAna2.0	Lingula anatina (Lamp shell, Amm_Jpn)	7574	GCA_001039355.2	metazoa_mart	30208	3276	752	2060	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/039/355//GCA_001039355.2_LinAna2.0/GCA_001039355.2_LinAna2.0_assembly_report.txt
lanatina_eg_gene	Lingula anatina (Lamp shell) genes (LinAna1.0)	LinAna1.0	Lingula anatina (Lamp shell)	7574	GCA_001039355.1	metazoa_mart	34893	3097	655	1771	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/039/355//GCA_001039355.1_LinAna1.0/GCA_001039355.1_LinAna1.0_assembly_report.txt
lcgca022045245v1rs_eg_gene	Lucilia cuprina (Australian sheep blowfly, Lc7/37) genes (ASM2204524v1)	ASM2204524v1	Lucilia cuprina (Australian sheep blowfly, Lc7/37)	7375	GCA_022045245.1	metazoa_mart	15856	2515	620	1528	https://ftp.ncbi.nih.gov/genomes/all/GCA/022/045/245//GCA_022045245.1_ASM2204524v1/GCA_022045245.1_ASM2204524v1_assembly_report.txt
lcuprina_eg_gene	Lucilia cuprina (Australian sheep blowfly, LS) genes (ASM118794v1)	ASM118794v1	Lucilia cuprina (Australian sheep blowfly, LS)	7375	GCA_001187945.1	metazoa_mart	15219	2711	625	1609	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/187/945//GCA_001187945.1_ASM118794v1/GCA_001187945.1_ASM118794v1_assembly_report.txt
ldeliense_eg_gene	Leptotrombidium deliense (Harvest mite, UoL-UT) genes (LdelU1)	LdelU1	Leptotrombidium deliense (Harvest mite, UoL-UT)	299467	GCA_003675905.1	metazoa_mart	15015	2626	590	1609	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/675/905//GCA_003675905.1_ASM367590v1/GCA_003675905.1_ASM367590v1_assembly_report.txt
ldgca000500325v2_eg_gene	Leptinotarsa decemlineata (Colorado potato beetle, Imidocloprid resistant) genes (Ldec_2.0)	Ldec_2.0	Leptinotarsa decemlineata (Colorado potato beetle, Imidocloprid resistant)	7539	GCA_000500325.2	metazoa_mart	16533	2538	589	1527	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/500/325//GCA_000500325.2_Ldec_2.0/GCA_000500325.2_Ldec_2.0_assembly_report.txt
lggca023078275v1rs_eg_gene	Leguminivora glycinivorella (Soybean pod borer, SPB_JAAS2020) genes (LegGlyc_1.1)	LegGlyc_1.1	Leguminivora glycinivorella (Soybean pod borer, SPB_JAAS2020)	1035111	GCA_023078275.1	metazoa_mart	18197	2384	560	1489	https://ftp.ncbi.nih.gov/genomes/all/GCA/023/078/275//GCA_023078275.1_LegGlyc_1.1/GCA_023078275.1_LegGlyc_1.1_assembly_report.txt
lgigantea_eg_gene	Lottia gigantea (Owl limpet) genes (Lotgi1)	Lotgi1	Lottia gigantea (Owl limpet)	225164	GCA_000327385.1	metazoa_mart	24500	3157	674	1813	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/327/385//GCA_000327385.1_Helro1/GCA_000327385.1_Helro1_assembly_report.txt
lhgca000217595v1rs_eg_gene	Linepithema humile (Argentine ant) genes (Lhum_UMD_V04)	Lhum_UMD_V04	Linepithema humile (Argentine ant)	83485	GCA_000217595.1	metazoa_mart	13084	2594	609	1557	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/217/595//GCA_000217595.1_Lhum_UMD_V04/GCA_000217595.1_Lhum_UMD_V04_assembly_report.txt
lloa_eg_gene	Loa loa (Eye worm, Cameroon SouthWest Province isolate) genes (Loa_loa_V3)	Loa_loa_V3	Loa loa (Eye worm, Cameroon SouthWest Province isolate)	7209	GCA_000183805.2	metazoa_mart	15129	2449	603	1463	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/183/805//GCA_000183805.2_Loa_loa_V3/GCA_000183805.2_Loa_loa_V3_assembly_report.txt
llongipalpis_eg_gene	Lutzomyia longipalpis (Sand fly, Jacobina) genes (LlonJ1)	LlonJ1	Lutzomyia longipalpis (Sand fly, Jacobina)	7200	GCA_000265325.1	metazoa_mart	10765	2501	582	1503	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/265/325//GCA_000265325.1_Llon_1.0/GCA_000265325.1_Llon_1.0_assembly_report.txt
lpgca000517525v1_eg_gene	Limulus polyphemus (Atlantic horseshoe crab) genes (Limulus_polyphemus_2.1.2)	Limulus_polyphemus_2.1.2	Limulus polyphemus (Atlantic horseshoe crab)	6850	GCA_000517525.1	metazoa_mart	27342	2835	639	1632	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/517/525//GCA_000517525.1_Limulus_polyphemus-2.1.2/GCA_000517525.1_Limulus_polyphemus-2.1.2_assembly_report.txt
lsalmonis_eg_gene	Lepeophtheirus salmonis (Salmon louse) genes (LSalAtl2s)	LSalAtl2s	Lepeophtheirus salmonis (Salmon louse)	72036	-	metazoa_mart	13501	2422	595	1438	NA
lsgca016086655v3rs_eg_gene	Lepeophtheirus salmonis (Salmon louse, Lsal2020) genes (UVic_Lsal_1.0)	UVic_Lsal_1.0	Lepeophtheirus salmonis (Salmon louse, Lsal2020)	72036	GCA_016086655.3	metazoa_mart	18968	2940	695	2020	https://ftp.ncbi.nih.gov/genomes/all/GCA/016/086/655//GCA_016086655.3_UVic_Lsal_1.2/GCA_016086655.3_UVic_Lsal_1.2_assembly_report.txt
lvgca018143015v1_eg_gene	Lytechinus variegatus (Green sea urchin, NC3) genes (Lvar_3.0)	Lvar_3.0	Lytechinus variegatus (Green sea urchin, NC3)	7654	GCA_018143015.1	metazoa_mart	26814	2902	632	1695	https://ftp.ncbi.nih.gov/genomes/all/GCA/018/143/015//GCA_018143015.1_Lvar_3.0/GCA_018143015.1_Lvar_3.0_assembly_report.txt
mcgca905220565v1_eg_gene	Melitaea cinxia (Glanville fritillary, reference) genes (ilMelCinx1.1)	ilMelCinx1.1	Melitaea cinxia (Glanville fritillary, reference)	113334	GCA_905220565.1	metazoa_mart	18396	2405	566	1496	https://ftp.ncbi.nih.gov/genomes/all/GCA/905/220/565//GCA_905220565.1_ilMelCinx1.1/GCA_905220565.1_ilMelCinx1.1_assembly_report.txt
mcinxia_eg_gene	Melitaea cinxia (Glanville fritillary) genes (MelCinx1.0)	MelCinx1.0	Melitaea cinxia (Glanville fritillary)	113334	GCA_000716385.1	metazoa_mart	17205	2324	546	1379	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/716/385//GCA_000716385.1_MelCinx1.0/GCA_000716385.1_MelCinx1.0_assembly_report.txt
mdestructor_eg_gene	Mayetiola destructor (Hessian fly, Kansas Great Plain) genes (Mdes_1.0)	Mdes_1.0	Mayetiola destructor (Hessian fly, Kansas Great Plain)	39758	GCA_000149185.1	metazoa_mart	20393	2518	586	1556	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/149/185//GCA_000149185.1_Mdes_1.0/GCA_000149185.1_Mdes_1.0_assembly_report.txt
mdomestica_eg_gene	Musca domestica (House fly, aabys) genes (MdomA1)	MdomA1	Musca domestica (House fly, aabys)	7370	GCA_000371365.1	metazoa_mart	16135	2762	648	1664	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/371/365//GCA_000371365.1_Musca_domestica-2.0.2/GCA_000371365.1_Musca_domestica-2.0.2_assembly_report.txt
mleidyi_eg_gene	Mnemiopsis leidyi (Warty comb jelly) genes (MneLei_Aug2011)	MneLei_Aug2011	Mnemiopsis leidyi (Warty comb jelly)	27923	GCA_000226015.1	metazoa_mart	16798	2103	540	1286	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/226/015//GCA_000226015.1_MneLei_Aug2011/GCA_000226015.1_MneLei_Aug2011_assembly_report.txt
mmgca014805675v2_eg_gene	Mercenaria mercenaria (Hard clam (quahog), YKG-2019) genes (ASM1480567v1.1)	ASM1480567v1.1	Mercenaria mercenaria (Hard clam (quahog), YKG-2019)	6596	GCA_014805675.2	metazoa_mart	43960	2964	639	1716	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/805/675//GCA_014805675.2_ASM1480567v1.1/GCA_014805675.2_ASM1480567v1.1_assembly_report.txt
mpgca013373865v2_eg_gene	Monomorium pharaonis (Pharaoh ant, MP-MQ-018) genes (ASM1337386v2)	ASM1337386v2	Monomorium pharaonis (Pharaoh ant, MP-MQ-018)	307658	GCA_013373865.2	metazoa_mart	17083	2559	605	1552	https://ftp.ncbi.nih.gov/genomes/all/GCA/013/373/865//GCA_013373865.2_ASM1337386v2/GCA_013373865.2_ASM1337386v2_assembly_report.txt
mrgca000220905v1rs_eg_gene	Megachile rotundata (Alfalfa leafcutting bee) genes (MROT_1.0)	MROT_1.0	Megachile rotundata (Alfalfa leafcutting bee)	143995	GCA_000220905.1	metazoa_mart	11848	2581	606	1557	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/220/905//GCA_000220905.1_MROT_1.0/GCA_000220905.1_MROT_1.0_assembly_report.txt
mscalaris_eg_gene	Megaselia scalaris (Coffin fly) genes (Msca1)	Msca1	Megaselia scalaris (Coffin fly)	36166	GCA_000341915.1	metazoa_mart	11697	2181	505	1231	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/341/915//GCA_000341915.1_ASM34191v1/GCA_000341915.1_ASM34191v1_assembly_report.txt
msgca014839805v1rs_eg_gene	Manduca sexta (Tobacco hornworm, Smith_Timp_Sample1) genes (JHU_Msex_v1.0)	JHU_Msex_v1.0	Manduca sexta (Tobacco hornworm, Smith_Timp_Sample1)	7130	GCA_014839805.1	metazoa_mart	19933	2448	572	1523	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/839/805//GCA_014839805.1_JHU_Msex_v1.0/GCA_014839805.1_JHU_Msex_v1.0_assembly_report.txt
mygca002113885v2_eg_gene	Mizuhopecten yessoensis (Yesso scallop, PY_sf001) genes (ASM211388v2)	ASM211388v2	Mizuhopecten yessoensis (Yesso scallop, PY_sf001)	6573	GCA_002113885.2	metazoa_mart	27323	3219	740	1919	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/113/885//GCA_002113885.2_ASM211388v2/GCA_002113885.2_ASM211388v2_assembly_report.txt
namericanus_eg_gene	Necator americanus (New World hookworm, N. amaericanus Hunan isolate) genes (N_americanus_v1)	N_americanus_v1	Necator americanus (New World hookworm, N. amaericanus Hunan isolate)	51031	GCA_000507365.1	metazoa_mart	19153	2200	531	1393	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/507/365//GCA_000507365.1_N_americanus_v1/GCA_000507365.1_N_americanus_v1_assembly_report.txt
nlgca014356525v1rs_eg_gene	Nilaparvata lugens (Brown planthopper, BPH) genes (ASM1435652v1)	ASM1435652v1	Nilaparvata lugens (Brown planthopper, BPH)	108931	GCA_014356525.1	metazoa_mart	21411	2453	593	1543	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/356/525//GCA_014356525.1_ASM1435652v1/GCA_014356525.1_ASM1435652v1_assembly_report.txt
nlgca021901455v1rs_eg_gene	Neodiprion lecontei (Redheaded pine sawfly, iyNeoLeco1) genes (iyNeoLeco1.1)	iyNeoLeco1.1	Neodiprion lecontei (Redheaded pine sawfly, iyNeoLeco1)	441921	GCA_021901455.1	metazoa_mart	14732	2744	696	1789	https://ftp.ncbi.nih.gov/genomes/all/GCA/021/901/455//GCA_021901455.1_iyNeoLeco1.1/GCA_021901455.1_iyNeoLeco1.1_assembly_report.txt
npgca021155775v1rs_eg_gene	Neodiprion pinetum (White pine sawfly, iyNeoPine1) genes (iyNeoPine1.1)	iyNeoPine1.1	Neodiprion pinetum (White pine sawfly, iyNeoPine1)	441929	GCA_021155775.1	metazoa_mart	14430	2444	575	1533	https://ftp.ncbi.nih.gov/genomes/all/GCA/021/155/775//GCA_021155775.1_iyNeoPine1.1/GCA_021155775.1_iyNeoPine1.1_assembly_report.txt
nvectensis_eg_gene	Nematostella vectensis (Starlet sea anemone, CH2 x CH6) genes (ASM20922v1)	ASM20922v1	Nematostella vectensis (Starlet sea anemone, CH2 x CH6)	45351	GCA_000209225.1	metazoa_mart	35088	3967	877	2135	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/209/225//GCA_000209225.1_ASM20922v1/GCA_000209225.1_ASM20922v1_assembly_report.txt
nvitripennis_eg_gene	Nasonia vitripennis (Jewel wasp, AsymCx) genes (Nvit_psr_1.1)	Nvit_psr_1.1	Nasonia vitripennis (Jewel wasp, AsymCx)	7425	GCA_009193385.2	metazoa_mart	15501	2713	645	1642	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/193/385//GCA_009193385.2_Nvit_psr_1.1/GCA_009193385.2_Nvit_psr_1.1_assembly_report.txt
oagca000612105v2_eg_gene	Orussus abietinus (Parasitic wood wasp, OABI.00-Male) genes (Oabi_2.0)	Oabi_2.0	Orussus abietinus (Parasitic wood wasp, OABI.00-Male)	222816	GCA_000612105.2	metazoa_mart	10654	2564	603	1549	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/612/105//GCA_000612105.2_Oabi_2.0/GCA_000612105.2_Oabi_2.0_assembly_report.txt
obgca001194135v1_eg_gene	Octopus bimaculoides (Octopus, UCB-OBI-ISO-001) genes (Octopus_bimaculoides_v2_0)	Octopus_bimaculoides_v2_0	Octopus bimaculoides (Octopus, UCB-OBI-ISO-001)	37653	GCA_001194135.1	metazoa_mart	18314	3199	740	1893	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/194/135//GCA_001194135.1_Octopus_bimaculoides_v2_0/GCA_001194135.1_Octopus_bimaculoides_v2_0_assembly_report.txt
obgca003672135v1_eg_gene	Ooceraea biroi (Clonal raider ant, clonal line C1) genes (Obir_v5.4)	Obir_v5.4	Ooceraea biroi (Clonal raider ant, clonal line C1)	2015173	GCA_003672135.1	metazoa_mart	14128	2781	690	1780	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/672/135//GCA_003672135.1_Obir_v5.4/GCA_003672135.1_Obir_v5.4_assembly_report.txt
obimaculoides_eg_gene	Octopus bimaculoides (California two-spot octopus) genes (PRJNA270931)	PRJNA270931	Octopus bimaculoides (California two-spot octopus)	37653	GCA_001194135.1	metazoa_mart	35380	3027	661	1716	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/194/135//GCA_001194135.1_Octopus_bimaculoides_v2_0/GCA_001194135.1_Octopus_bimaculoides_v2_0_assembly_report.txt
ocincta_eg_gene	Orchesella cincta (Springtail) genes (ASM171814v1)	ASM171814v1	Orchesella cincta (Springtail)	48709	GCA_001718145.1	metazoa_mart	20247	2501	576	1499	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/718/145//GCA_001718145.1_ASM171814v1/GCA_001718145.1_ASM171814v1_assembly_report.txt
ofgca002042975v1_eg_gene	Orbicella faveolata (Mountainous star coral, FL) genes (ofav_dov_v1)	ofav_dov_v1	Orbicella faveolata (Mountainous star coral, FL)	48498	GCA_002042975.1	metazoa_mart	30179	2752	618	1618	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/042/975//GCA_002042975.1_ofav_dov_v1/GCA_002042975.1_ofav_dov_v1_assembly_report.txt
ofgca903813345v1_eg_gene	Owenia fusiformis (Segmented worms) genes (Owenia_assembly_annotated)	Owenia_assembly_annotated	Owenia fusiformis (Segmented worms)	6347	GCA_903813345.1	metazoa_mart	31286	2940	623	1703	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/813/345//GCA_903813345.1_Owenia_assembly_annotated/GCA_903813345.1_Owenia_assembly_annotated_assembly_report.txt
osgca006345805v1_eg_gene	Octopus sinensis (East Asian common octopus) genes (ASM634580v1)	ASM634580v1	Octopus sinensis (East Asian common octopus)	2607531	GCA_006345805.1	metazoa_mart	29808	2843	625	1599	https://ftp.ncbi.nih.gov/genomes/all/GCA/006/345/805//GCA_006345805.1_ASM634580v1/GCA_006345805.1_ASM634580v1_assembly_report.txt
otgca000648695v2_eg_gene	Onthophagus taurus (Dung beetle) genes (Otau_2.0)	Otau_2.0	Onthophagus taurus (Dung beetle)	166361	GCA_000648695.2	metazoa_mart	16538	2552	596	1559	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/648/695//GCA_000648695.2_Otau_2.0/GCA_000648695.2_Otau_2.0_assembly_report.txt
ovolvulus_eg_gene	Onchocerca volvulus (Nematode, O. volvulus Cameroon isolate) genes (ASM49940v2)	ASM49940v2	Onchocerca volvulus (Nematode, O. volvulus Cameroon isolate)	6282	GCA_000499405.2	metazoa_mart	12605	2823	627	1416	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/499/405//GCA_000499405.2_ASM49940v2/GCA_000499405.2_ASM49940v2_assembly_report.txt
pbgca000187915v1rs_eg_gene	Pogonomyrmex barbatus (Red harvester ant) genes (Pbar_UMD_V03)	Pbar_UMD_V03	Pogonomyrmex barbatus (Red harvester ant)	144034	GCA_000187915.1	metazoa_mart	12761	2796	709	1781	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/187/915//GCA_000187915.1_Pbar_UMD_V03/GCA_000187915.1_Pbar_UMD_V03_assembly_report.txt
pcgca000485595v2_eg_gene	Priapulus caudatus (Penis worm) genes (Priapulus_caudatus-5.0.1)	Priapulus_caudatus-5.0.1	Priapulus caudatus (Penis worm)	37621	GCA_000485595.2	metazoa_mart	17449	2728	617	1609	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/485/595//GCA_000485595.2_Priapulus_caudatus-5.0.1/GCA_000485595.2_Priapulus_caudatus-5.0.1_assembly_report.txt
pcgca001313835v1rs_eg_gene	Polistes canadensis (Red paper wasp, GaletaPanama2010) genes (ASM131383v1)	ASM131383v1	Polistes canadensis (Red paper wasp, GaletaPanama2010)	91411	GCA_001313835.1	metazoa_mart	10708	2395	572	1501	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/313/835//GCA_001313835.1_ASM131383v1/GCA_001313835.1_ASM131383v1_assembly_report.txt
pcgca003073045v1_eg_gene	Pomacea canaliculata (Apple snail, SZHN2017) genes (ASM307304v1)	ASM307304v1	Pomacea canaliculata (Apple snail, SZHN2017)	400727	GCA_003073045.1	metazoa_mart	24369	3320	738	1983	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/073/045//GCA_003073045.1_ASM307304v1/GCA_003073045.1_ASM307304v1_assembly_report.txt
pcgca019202785v2rs_eg_gene	Penaeus chinensis (Fleshy prawn) genes (ASM1920278v2)	ASM1920278v2	Penaeus chinensis (Fleshy prawn)	139456	GCA_019202785.2	metazoa_mart	23953	2693	607	1598	https://ftp.ncbi.nih.gov/genomes/all/GCA/019/202/785//GCA_019202785.2_ASM1920278v2/GCA_019202785.2_ASM1920278v2_assembly_report.txt
pcgca020424385v2_eg_gene	Procambarus clarkii (Red swamp crayfish, Jiangsu) genes (ASM2042438v2)	ASM2042438v2	Procambarus clarkii (Red swamp crayfish, Jiangsu)	6728	GCA_020424385.2	metazoa_mart	30569	2791	618	1632	https://ftp.ncbi.nih.gov/genomes/all/GCA/020/424/385//GCA_020424385.2_ASM2042438v2/GCA_020424385.2_ASM2042438v2_assembly_report.txt
pdgca001465965v1rs_eg_gene	Polistes dominula (European paper wasp, PdomPennStateAug2009) genes (Pdom_r1.2)	Pdom_r1.2	Polistes dominula (European paper wasp, PdomPennStateAug2009)	743375	GCA_001465965.1	metazoa_mart	11313	2411	574	1515	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/465/965//GCA_001465965.1_Pdom_r1.2/GCA_001465965.1_Pdom_r1.2_assembly_report.txt
pdgca003704095v1_eg_gene	Pocillopora damicornis (Cauliflower coral, RSMAS) genes (ASM370409v1)	ASM370409v1	Pocillopora damicornis (Cauliflower coral, RSMAS)	46731	GCA_003704095.1	metazoa_mart	23078	2883	672	1751	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/704/095//GCA_003704095.1_ASM370409v1/GCA_003704095.1_ASM370409v1_assembly_report.txt
pfgca010416935v1rs_eg_gene	Polistes fuscatus (Common paper wasp, 324) genes (CU_Pfus_HIC)	CU_Pfus_HIC	Polistes fuscatus (Common paper wasp, 324)	30207	GCA_010416935.1	metazoa_mart	13634	2362	579	1499	https://ftp.ncbi.nih.gov/genomes/all/GCA/010/416/935//GCA_010416935.1_CU_Pfus_HIC/GCA_010416935.1_CU_Pfus_HIC_assembly_report.txt
pggca024362695v1rs_eg_gene	Pectinophora gossypiella (Pink bollworm) genes (ilPecGoss1.1)	ilPecGoss1.1	Pectinophora gossypiella (Pink bollworm)	13191	GCA_024362695.1	metazoa_mart	16460	2494	615	1541	https://ftp.ncbi.nih.gov/genomes/all/GCA/024/362/695//GCA_024362695.1_ilPecGoss1.1/GCA_024362695.1_ilPecGoss1.1_assembly_report.txt
phumanus_eg_gene	Pediculus humanus corporis (Human body louse, USDA) genes (PhumU2)	PhumU2	Pediculus humanus corporis (Human body louse, USDA)	121224	GCA_000006295.1	metazoa_mart	11712	2694	638	1925	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/006/295//GCA_000006295.1_JCVI_LOUSE_1.0/GCA_000006295.1_JCVI_LOUSE_1.0_assembly_report.txt
